AllowedMentions                      prod=8    tests=0    other=1   | prod: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/utils/discord-api.ts 
sanitizeErrorMessage                 prod=20   tests=17   other=3   | prod: apps/moderation-worker/src/handlers/buttons/preset-moderation.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/ban-reason.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.ts apps/moderation-worker/src/utils/url-sanitizer.ts | other: packages/logger/CLAUDE.md packages/logger/src/core/base-logger.ts packages/logger/src/core/hardening.test.ts 
sanitizeFetchRequest                 prod=2    tests=9    other=0   | prod: apps/moderation-worker/src/utils/url-sanitizer.ts | other: 
sanitizeFetchResponse                prod=2    tests=6    other=0   | prod: apps/moderation-worker/src/utils/url-sanitizer.ts | other: 
sanitizeHeaders                      prod=4    tests=15   other=0   | prod: apps/moderation-worker/src/utils/url-sanitizer.ts | other: 
sanitizeName                         prod=11   tests=6    other=0   | prod: apps/moderation-worker/src/handlers/buttons/preset-moderation.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/utils/embed-text.ts | other: 
sanitizeReason                       prod=8    tests=7    other=0   | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/ban-reason.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/utils/embed-text.ts | other: 
sanitizeUrl                          prod=16   tests=21   other=2   | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/url-sanitizer.ts | other: packages/worker-kit/README.md packages/worker-kit/src/middleware/logger.ts 
sanitizeUserName                     prod=14   tests=4    other=0   | prod: apps/moderation-worker/src/handlers/buttons/preset-moderation.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/ban-reason.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/utils/embed-text.ts | other: 
searchBannedUsers                    prod=2    tests=15   other=0   | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/services/ban-service.ts | other: 
searchPresetAuthors                  prod=2    tests=16   other=0   | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/services/ban-service.ts | other: 
searchPresetsForAutocomplete         prod=2    tests=13   other=4   | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/services/preset-api.ts | other: apps/discord-worker/src/index.test.ts apps/discord-worker/src/index.ts apps/discord-worker/src/services/preset-api.test.ts apps/discord-worker/src/services/preset-api.ts 
sendFollowUp                         prod=1    tests=11   other=9   | prod: apps/moderation-worker/src/utils/discord-api.ts | other: apps/discord-worker/src/handlers/buttons/preview-image.test.ts apps/discord-worker/src/handlers/buttons/preview-image.ts apps/discord-worker/src/index.test.ts apps/discord-worker/src/index.ts apps/discord-worker/src/utils/discord-api.safe.test.ts 
sendMessage                          prod=4    tests=39   other=36  | prod: apps/moderation-worker/src/utils/discord-api.ts | other: apps/discord-worker/CLAUDE.md apps/discord-worker/src/handlers/commands/preset-notifications.ts apps/discord-worker/src/handlers/commands/preset.test.ts apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/index.test.ts 
SendMessageOptions                   prod=5    tests=4    other=1   | prod: apps/moderation-worker/src/utils/discord-api.ts | other: apps/discord-worker/src/utils/discord-api.ts 
STATUS_DISPLAY                       prod=9    tests=0    other=5   | prod: apps/moderation-worker/src/handlers/buttons/preset-moderation.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/types/preset.ts | other: apps/discord-worker/CLAUDE.md apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/index.ts apps/discord-worker/src/types/preset.ts docs/superpowers/plans/2026-08-10-preset-preview-images.md 
successEmbed                         prod=4    tests=5    other=3   | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/utils/response.test.ts apps/discord-worker/src/utils/response.ts 
SUPPORTED_LOCALES                    prod=2    tests=5    other=12  | prod: apps/moderation-worker/src/services/i18n.ts | other: apps/api-worker/src/telemetry/schema.ts apps/og-worker/src/index.ts apps/web-app/src/services/language-service.ts apps/web-app/src/shared/__tests__/constants.test.ts apps/web-app/src/shared/constants.ts 
toBannedUser                         prod=1    tests=0    other=0   | prod: apps/moderation-worker/src/types/ban.ts | other: 
Translator                           prod=14   tests=39   other=37  | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/services/bot-i18n.ts | other: DEPRECATIONS.md apps/discord-worker/src/commands/localize.ts apps/discord-worker/src/handlers/buttons/copy.ts apps/discord-worker/src/handlers/commands/about.ts apps/discord-worker/src/handlers/commands/budget.ts 
UnbanResult                          prod=3    tests=0    other=0   | prod: apps/moderation-worker/src/services/ban-service.ts apps/moderation-worker/src/types/ban.ts | other: 
unbanUser                            prod=5    tests=21   other=0   | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/index.ts apps/moderation-worker/src/services/ban-service.ts | other: 
updateMessageResponse                prod=5    tests=3    other=0   | prod: apps/moderation-worker/src/handlers/buttons/ban-confirmation.ts apps/moderation-worker/src/handlers/modals/ban-reason.ts apps/moderation-worker/src/utils/response.ts | other: 
USER_MAX                             prod=2    tests=3    other=0   | prod: apps/moderation-worker/src/utils/embed-text.ts | other: 
UserSearchResult                     prod=4    tests=0    other=0   | prod: apps/moderation-worker/src/services/ban-service.ts apps/moderation-worker/src/types/ban.ts | other: 
validateAndEscapeQuery               prod=5    tests=6    other=0   | prod: apps/moderation-worker/src/services/ban-service.ts apps/moderation-worker/src/utils/sql-helpers.ts | other: 
validateEnv                          prod=3    tests=27   other=23  | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/utils/env-validation.ts | other: apps/discord-worker/CLAUDE.md apps/discord-worker/README.md apps/discord-worker/src/index.test.ts apps/discord-worker/src/index.ts apps/discord-worker/src/types/env.ts 
validateQueryInput                   prod=3    tests=11   other=0   | prod: apps/moderation-worker/src/utils/sql-helpers.ts | other: 
validateSecurityConfig               prod=3    tests=0    other=0   | prod: apps/moderation-worker/src/index.ts apps/moderation-worker/src/services/preset-api.ts apps/moderation-worker/src/utils/env-validation.ts | other: 
